"","X.1","X","date","inflation","m2","unemployment","tb3m","tb6m","reserves","persincome","indprod","persconsind","pcomodind","m1","deposits","avehourearn","wages","houseunits","tresu10y","mbase","housesalesprice","dispincome","loansbanks","IntDiscUS","housesupply","Linflation","Lm2","Lunemployment","Ltb3m","Ltb6m","Lreserves","Lpersincome","Lindprod","Lpersconsind","Lpcomodind","Lm1","Ldeposits","Lavehourearn","Lwages","Lhouseunits","Ltresu10y","Lmbase","Lhousesalesprice","Ldispincome","Lloansbanks","LIntDiscUS","Lhousesupply","coraveearn.unem","corhouseuni.unem","cormbase.unem","cortres10y.unem","corwages.unem","corun.unem","corm2.unem","corGDP.unem","cortb3m.unem","cortb6m.unem","correserves.unem","cordisc.unem","cordispinc.unem","corhouseprice.unem","corhousesupp.unem","corloans.unem","corcomind.unem","cordeposits.unem","corm1.unem","corperscons.unem","corpersinc.unem"
"183",183,185,"1979-05-01",71.4,1410.2,5840,9.61,9.54,10.24,2039.2,53.811,39.272,77.5,99.5,252.7,6.28,1232.9,1876,9.25,144494,62800,20156,258.7349,9.5,7.1,0.00710939654294847,0.00641408194458948,-0.00701598117788012,0.0275582700935569,0.0252847858280339,0.0270502107793103,0.00936564264509961,0.00353152188519712,0.00619176416380553,0.00720076947611226,0.007806639617663,0.00415799639022552,0.00629045945457827,0.00948903230210644,-0.00205829906610625,0.00896117238786102,0.00740087530764636,0.0100846246843962,0.00196393586610988,0.0124773611648708,0.0247109884167901,0.0114039929365434,0.911150223390207,-0.7800875852607,0.905208448673146,0.722924193005804,0.892556543609196,0.916972819135516,0.923002911053983,-0.725190831940584,0.227497291402898,0.28671868250838,0.220482664385217,-0.796015346524566,0.558801797526822,0.597372577610322,0.265379688670162,0.902871735576506,0.886280508373572,-0.653966240286856,0.926259959799843,0.917205392362026,0.897109243109612
"184",184,186,"1979-06-01",72.2,1423,5959,9.06,9.06,10.29,2055,53.804,39.595,78,100.3,254.7,6.32,1247,1913,8.91,145889,64200,20085,263.4815,9.5,7.4,0.00736652836924937,0.00648839028814078,-0.00749872521549403,0.0246016327646354,0.0230537193454005,0.0269427985385438,0.00937375149334348,0.00322563177176005,0.00630105417041212,0.00759673153308145,0.0078383747127703,0.00432282156416663,0.00632416975887175,0.00957843019229928,0.000437909092955417,0.00841847413642181,0.0075180359634109,0.0115135075253071,0.00166333277976135,0.0128509366782723,0.0247109884167901,0.0123638294988208,0.909056484227221,-0.750363459268269,0.904101400406757,0.694789074398222,0.888048772776202,0.911524611205892,0.924692925688978,-0.744633830459502,0.169372571881518,0.228414845726312,0.163020996077531,-0.783068122880543,0.586415204411592,0.593844694689598,0.213461778445474,0.907552281046891,0.870875056318772,-0.686609522900532,0.92581632723636,0.911592366487227,0.89366512415569
"185",185,187,"1979-07-01",73,1434.8,5996,9.24,9.24,10.47,2086.5,53.7381,39.895,79.2,101.2,257,6.36,1258.7,1760,8.95,148136,63800,20214,267.8631,9.69,7.1,0.0076195688406779,0.00652907623414256,-0.0054202362391084,0.0240336745198248,0.0223809555034735,0.0274340920596205,0.00953546491270559,0.00310458940057817,0.0063982346598182,0.00816882290024401,0.00781138097417518,0.00462486566550102,0.00635748281646738,0.00959914530518017,-0.0065175345150749,0.0083199173495085,0.00737981680476503,0.011338735810179,0.00167181105920785,0.013188995307674,0.0255360978874643,0.00632525053616685,0.90615357448484,-0.733443749426014,0.907199043648361,0.675945056874791,0.882788698689066,0.908030229689549,0.926167979387462,-0.761916841731841,0.107537787209304,0.171999929804183,0.0957527946148748,-0.788336991056771,0.57681254297587,0.60118242221383,0.169744881982635,0.912617790960887,0.85533516236536,-0.710038849133442,0.925536756536569,0.907025041002945,0.889584346364901
"186",186,188,"1979-08-01",73.7,1446.6,6320,9.52,9.49,10.94,2105.3,53.3731,40.2,79.6,102.1,257.1,6.4,1266.8,1778,9.03,148568,64000,20216,270.6452,10.24,6.9,0.00781212220907257,0.00652195341761219,-0.00380911849644313,0.0229361080534098,0.0203009005108098,0.0257280602534234,0.00954428363808383,0.00281660604566612,0.00652118121467841,0.00844278428977918,0.00788338295031214,0.00438822081301116,0.00646637039190425,0.0096170924672521,-0.005317015596725,0.00829468196744874,0.00747127666475023,0.0111276160520436,0.00154097532238036,0.0131304336934243,0.0276779690440871,0.00723597891878501,0.902168971196123,-0.670794871918938,0.91032578209632,0.643109901613319,0.876241651984864,0.903187732796741,0.926245496648591,-0.778919780727722,0.0114392920456865,0.086644472625317,-0.00971971713564025,-0.787438963257545,0.612485490639715,0.6211124506798,0.106598735488305,0.917865282108473,0.837740162141199,-0.724604713587271,0.924356294990882,0.901584864006201,0.884708787055284
"187",187,189,"1979-09-01",74.4,1454.1,6190,10.26,10.2,11.43,2124.3,53.431,40.554,80.9,103.1,256.2,6.45,1279.1,1832,9.33,149585,66000,20183,274.3761,10.7,7.4,0.0080698374540367,0.00642867630872161,-0.00361481480680115,0.0236946778699502,0.0218326545143126,0.0258923639853195,0.00950263048209162,0.00266304634934957,0.00672800905580669,0.00892590782425255,0.00794574821615183,0.00400867996476613,0.00656314615178575,0.00955005270724152,-0.00257950642806189,0.00999567384303451,0.00767340284954043,0.0128371226701245,0.0012893786238819,0.0133833121179923,0.025876828610775,0.0094386520541021,0.901676096614612,-0.634455225674955,0.918199897433569,0.589234517985949,0.872791192609315,0.901901685970618,0.927755850650081,-0.801704164403084,-0.137034124232432,-0.0463040046396295,-0.14677375539463,-0.775792590135419,0.638300131000413,0.627397002290712,-0.0117809825499989,0.922002660588491,0.826436865532562,-0.732423114696383,0.926249430118584,0.900021569945886,0.882797164221163
"188",188,190,"1979-10-01",75.2,1460.4,6296,11.7,11.66,13.77,2144.7,53.7136,40.884,82.1,103.9,256.9,6.47,1289.9,1681,10.3,151533,62300,20186,276.1506,11.77,7.4,0.00831205668401332,0.00634883035785897,-0.00298133614490418,0.0267296693440951,0.0247995684447008,0.0314715085094898,0.00934041092846627,0.00279913339390734,0.00687173821644714,0.0093484300211808,0.00792687787979048,0.00392586896157791,0.00631575001042993,0.00934693803868099,-0.00810586938816645,0.0131074065530767,0.00777148193124733,0.00801346888884535,0.00102390522394039,0.0131823371991631,0.0294873334883255,0.00804963454295245,0.897330089133546,-0.563862187288648,0.920189888331603,0.494849503577933,0.864049725052548,0.89593161253741,0.928233879279203,-0.822461691644051,-0.282767187293037,-0.181824360036425,-0.272798585786229,-0.777919918141838,0.653250647904711,0.616661433521944,-0.133788350511394,0.926516579454079,0.805582479666593,-0.733904931678272,0.926407439513624,0.894843625251119,0.877376116368646
"189",189,191,"1979-11-01",76,1465.9,6238,11.79,11.82,13.18,2167.5,53.6597,41.167,82.6,104.3,256.5,6.51,1302.4,1524,10.65,153809,63900,20233,277.2382,12,8.3,0.00848328980171831,0.00622727988351568,-0.00368610195678687,0.0274567893070839,0.0254972392102239,0.0293900447022451,0.00920883458027033,0.00271882446936343,0.00691828259181049,0.00947457675815255,0.00774881443493073,0.00362990454436666,0.00634834037722792,0.0094226048108201,-0.0121913026032508,0.0141686121875481,0.0077815143572734,0.00874705050491883,0.000821485186385695,0.0129986739116119,0.0288811325233311,0.0135206685656041,0.891563060774182,-0.481525421635659,0.923203435990704,0.338527656133375,0.854259139425581,0.889514986415721,0.927827855463957,-0.838752152530506,-0.3851832357432,-0.296906243604289,-0.358465807414436,-0.764926205305205,0.660377360560033,0.597289932269676,-0.26702126082936,0.92920226274745,0.783491960651399,-0.72391262957815,0.926732402557877,0.889959597328096,0.871636920618265
"190",190,192,"1979-12-01",76.9,1473.7,6325,12.04,11.84,13.78,2192.4,53.7087,41.512,83.4,104.8,256.6,6.57,1315.7,1498,10.39,156653,61500,20269,279.7257,12,8.6,0.0087726854465913,0.00618846467457509,-0.000399919153291887,0.0285364931170528,0.0256327349620931,0.0309261526095631,0.00931237948732829,0.00269440661560466,0.00706217816655199,0.00962366026757244,0.0075649370510605,0.00341638194373302,0.00658179637341309,0.00959799824887005,-0.0149003786221054,0.012538459233066,0.00779803240571719,0.0064342383027148,0.000773913281446825,0.0130155999603223,0.0288811325233311,0.0150001139179753,0.882661112175419,-0.339408152768771,0.927847236666498,0.16600134797348,0.840794408225531,0.877933284404565,0.926158826792817,-0.854375257730827,-0.468953461020739,-0.394862125273742,-0.453671149659734,-0.770620270983273,0.67946300277841,0.633914401991154,-0.380991615182909,0.92854640515436,0.755524263268649,-0.701165929455882,0.925317025966978,0.882078165632414,0.864263150579966
"191",191,193,"1980-01-01",78,1482.7,6683,12,11.84,13.82,2217.9,53.9628,41.944,85.2,106,258.9,6.57,1323.1,1341,10.8,155995,62900,20387,281.8501,12,7.9,0.00909780746044653,0.00613496144085124,0.00122743970374587,0.0259324212363224,0.0237240042941225,0.0301670538309418,0.00970400331113826,0.00346657682604131,0.00724339573416727,0.0101374313871946,0.00775426165141084,0.00331500051221719,0.00621208084505949,0.00956143691221338,-0.0103227174692718,0.0127132139280784,0.00752782266004119,0.00768957469314661,0.00124257289373079,0.0128017348138528,0.0263877991751637,0.0121629336900543,0.876246745119292,-0.22373384004333,0.936049193825327,-0.00311527916623174,0.831023283857335,0.865428646847453,0.9266421107655,-0.867707753031641,-0.536665540278541,-0.478613185766194,-0.527890214173824,-0.779447587658832,0.709564563779514,0.626713175333632,-0.450014508851168,0.927114912952393,0.729919082856064,-0.674552568770209,0.925129649284322,0.875080611675846,0.859181625285333
"192",192,194,"1980-02-01",79,1494.6,6702,12.86,12.86,14.13,2231.2,53.9815,42.398,86.9,106.7,261.7,6.63,1334.5,1350,12.41,153896,64900,20257,285.6731,12.52,8.6,0.00942971358647871,0.0062796193662602,0.00245847028896769,0.028751732833408,0.0269192414118857,0.0305967956143388,0.00957777209329465,0.00327651769619179,0.00749621918571786,0.0105262680997026,0.00769838620800722,0.00376320562799252,0.00637060650248047,0.00949324811782234,-0.0105262680997026,0.0181382529690769,0.0074590954424083,0.00828288447343521,0.000763899906273272,0.0127711685823394,0.0273135495320984,0.0129671904109156,0.875950064184862,-0.0872812649078046,0.937672400720959,-0.131626620030554,0.82836482444027,0.861715600908487,0.927488134483747,-0.867162939328678,-0.586856173328783,-0.539987519882663,-0.582688209679354,-0.760573427537064,0.746686375456575,0.635502842399567,-0.52256686701563,0.927813535359266,0.712902253324979,-0.653290030528254,0.926696470952156,0.875187839051482,0.858323005991898
"193",193,195,"1980-03-01",80.1,1499.8,6729,15.2,15.03,17.19,2243.3,53.8006,42.916,87.5,107.5,258.9,6.7,1347,1047,12.75,155032,62600,20079,289.3844,13,9.8,0.00974216635963058,0.00620773223930101,0.00250087807770005,0.0367639315474951,0.0341018083152963,0.0387032032426731,0.00930089851798325,0.00235551383916188,0.00773015086660419,0.0104442325086709,0.00768209022451035,0.00315845680897919,0.00651633315292801,0.0092705904384307,-0.0276288165761598,0.0192125911838984,0.00762361637655506,0.00677945340660221,0.0000914061957711561,0.0126509853266153,0.0288811325233311,0.0197539006040525,0.874857317311151,0.0531004976860109,0.937830807886539,-0.197929477112293,0.823009714418615,0.856648394921081,0.925610724951184,-0.867139067349042,-0.61721103544264,-0.574158761782328,-0.628465070582878,-0.741808505034918,0.76416428426571,0.65265300228061,-0.563129296039734,0.92823951580705,0.694125190640137,-0.623829931645718,0.926772115233652,0.873746903651209,0.856140158123829
"194",194,196,"1980-04-01",80.9,1502.2,7358,13.2,12.88,17.61,2242.7,52.7031,43.141,87.8,107.7,253.4,6.72,1346.1,1051,11.47,157858,63100,19942,290.6018,13,11.6,0.0098289359450399,0.00601078295092339,0.00726957855054093,0.030885656619999,0.0270458573758155,0.0390998265617728,0.0087499378503428,0.000632587158502969,0.00763364240135846,0.0100397915018255,0.00748082974300324,0.00188355986533528,0.00620649428958977,0.00855294370706472,-0.0307229458961524,0.0142382084953545,0.00771451410340866,0.00703268493230702,-0.000287343100705254,0.0121694278801638,0.0288811325233311,0.0288811325233311,0.871731354304388,0.0977909218241636,0.936698172313218,-0.249419375774027,0.817284998963673,0.850306457529197,0.920423227098005,-0.863386685329649,-0.614260211253974,-0.572566224636919,-0.635072782453391,-0.724218184499475,0.765913048197352,0.641939117979786,-0.5712619523586,0.928785230483953,0.670826220851982,-0.591540727815397,0.92356450259584,0.870373649161962,0.852509198082441
"195",195,197,"1980-05-01",81.7,1512.3,7984,8.58,8.65,10.98,2254.7,51.4325,43.476,88.3,108.7,253.4,6.76,1349.6,927,10.18,157915,63100,19863,287.8784,12.94,9.2,0.00984953241934294,0.00596762195805141,0.0110305960527352,0.0121489434403038,0.00869983762108618,0.0166673126391917,0.00863444321119315,-0.000531999704415827,0.00765772932964063,0.00997555645996536,0.0074971878549965,0.00121797127041786,0.0062384428463136,0.00837706167609823,-0.0335734527957893,0.00825681134415052,0.00738854318233425,0.00519752594224698,-0.000380043395152185,0.0111288259530873,0.026563981559929,0.0185104638809717,0.873228231112777,0.116609838204006,0.933313531221878,-0.322212800665872,0.817682460560158,0.850768014441186,0.914489487317529,-0.861688306203249,-0.626758374646204,-0.590168997419202,-0.635775728687044,-0.688326205146734,0.765423050593703,0.641236704166022,-0.567494652525641,0.928407468129541,0.659765254546845,-0.573396089445552,0.920661473883271,0.872377115125985,0.85427997921986
"196",196,198,"1980-06-01",82.5,1529.2,8098,7.07,7.3,9.47,2272.9,50.8002,43.75,88.7,109.6,255.3,6.82,1357.4,1196,9.78,158922,64900,19870,287.0378,11.4,7.6,0.00993379264354159,0.0061770831678715,0.0123000765352383,0.0020535556771602,0.000401471332653003,0.00916586082940424,0.00855093632186255,-0.00133293950148163,0.00764857329433814,0.00986519363609062,0.00752076675968498,0.00132654790500282,0.00625020158397357,0.00809202655975253,-0.0228569146562016,0.00604126293452475,0.007229931064244,0.00562805887401407,-0.000323768182945772,0.0104295973392551,0.0203209669310474,0.0084832898017183,0.883302249628823,0.150090906544691,0.929407902835077,-0.408085638582162,0.829217098700496,0.860464536383601,0.911397483123599,-0.868871559105938,-0.685389319783234,-0.656121476689817,-0.6800847559456,-0.639586221989668,0.780140169008954,0.647532679849489,-0.577787813364534,0.932968410772474,0.671341667190991,-0.553889949565345,0.92008237282213,0.88320889259249,0.866412622780006
"197",197,199,"1980-07-01",82.6,1545.5,8363,8.06,8.06,9.03,2308.6,50.4013,44.088,90.3,110.5,257.8,6.86,1360.3,1269,10.25,159940,64000,20033,288.0583,10.87,6.5,0.00966498074523858,0.00644227080110249,0.0117433345421132,0.00581566064466826,0.00333511281973068,0.00604780848238747,0.00875032932071122,-0.00164877869431364,0.00774101116592768,0.0103726748857893,0.00763445599619865,0.00169889618734761,0.00628146211775501,0.00779876925118791,-0.0208288065612677,0.00711979678201887,0.00684555109277303,0.00646637039190427,-0.000143266616793018,0.0100678864446626,0.0169903193734352,-0.000636144672116183,0.894151996646746,0.197251984307274,0.922711017641953,-0.501757452083982,0.843326010003706,0.871130455653423,0.909454307329207,-0.883720575568039,-0.769082359450269,-0.747381743956853,-0.739064940855542,-0.626412986233473,0.802651094825761,0.651423912929142,-0.604099601080228,0.940277130260227,0.693405589958747,-0.529738737242212,0.919780461416713,0.895990004184356,0.881294666792615
"198",198,200,"1980-08-01",83.2,1561.5,8281,9.13,9.41,9.61,2334.4,50.5944,44.455,91.5,111.7,260.6,6.91,1377.4,1436,11.1,158388,63400,20049,291.4491,10,6,0.00971287109661256,0.00657665971254432,0.012873293253062,0.0105954911208854,0.0101814686415018,0.00743229749130527,0.00882334373878113,-0.00164094572027982,0.00787641440421668,0.010922737879895,0.00776867639597275,0.00196422856725557,0.00637272603208103,0.0080248466472808,-0.0137201544693017,0.011563484763893,0.00659274956225708,0.00509700203810544,-0.000232115331272172,0.0101638322340328,0.0123774680943491,-0.00397125749184687,0.899815049135547,0.223465774951491,0.896040286227492,-0.567479553261868,0.851677256429832,0.882651119288554,0.894520124799432,-0.903394273875265,-0.825244071779216,-0.81232545886284,-0.790543404825821,-0.570673879392935,0.782450955298477,0.643541683838816,-0.63483318807013,0.947073845871079,0.716798654124879,-0.512729373428223,0.905387855895762,0.903044910618712,0.887326800021825
"199",199,201,"1980-09-01",83.9,1574,8021,10.27,10.57,10.87,2368.7,51.4172,44.866,91.7,112.4,264.2,6.95,1390.5,1471,11.51,159391,68300,20139,294.7925,10.17,7.3,0.00968431940880636,0.00655108903922537,0.0112368477480832,0.0111963955060896,0.0116595433376651,0.0104933441568348,0.00914532895587169,-0.00107474368970935,0.0080227568375846,0.0106601042592127,0.00762639808233519,0.00225192473543734,0.00633311384050792,0.00801413349286099,-0.0121704625471082,0.0130252664366482,0.00654813120805923,0.00731704761900209,-0.00000827499464839399,0.0102506701814596,0.0108949875024065,0.00887174988511132,0.905525563966578,0.264892774394764,0.876469686215899,-0.615099664891929,0.854588494371675,0.892435516639486,0.879597275963387,-0.912882728693261,-0.869025958536575,-0.85693319868022,-0.840036496527226,-0.516836706541662,0.768437555838801,0.62793482573566,-0.681340316369683,0.95135907317588,0.732653863840453,-0.489233980082745,0.889145131021283,0.906255873570505,0.890136681632369
"200",200,202,"1980-10-01",84.7,1584.8,8088,11.62,11.63,12.81,2417.2,52.054,45.224,92.8,113.4,266.1,7.02,1415.4,1523,11.75,160925,65600,20363,299.9573,11,7.3,0.00970548157001553,0.00661047374604281,0.012812274624738,0.0156057079852326,0.0128190284825793,0.0148939953717418,0.00946735227321819,-0.000899610313058001,0.00802420728573892,0.010690090155749,0.00764084658925819,0.00253385578157084,0.00633400863744273,0.00814075086683537,-0.0109549872418079,0.0128104440739252,0.00653295839658733,0.00491556677473322,0.000334871840050803,0.010538501965786,0.0119362785527285,0.0103086738880767,0.895237327994849,0.299638083583558,0.848510078226172,-0.660550938108687,0.834388742451262,0.888106171897808,0.852343886533459,-0.903465649134331,-0.900655001104161,-0.885846511867792,-0.878507353874468,-0.393033148085871,0.721099686493524,0.570303852445168,-0.700455565053477,0.945001828459282,0.736954441630963,-0.45492917797166,0.856529799900141,0.892561681507574,0.871789739783272
"201",201,203,"1980-11-01",85.6,1595.8,8023,13.73,13.5,15.85,2445,52.9626,45.592,93.2,114.9,264.2,7.09,1433.8,1510,12.68,162049,66700,20398,307.3743,11.47,7.4,0.00989823688621716,0.00668968591303665,0.0115750526507625,0.0192991932068298,0.015797824991283,0.020203212495762,0.00962699663824059,-0.000489598117054531,0.00812575274560619,0.0106955698916934,0.00783676012739124,0.00226857475230891,0.00654064751928388,0.00832254990786193,-0.013623602567563,0.0151724378775413,0.00587613228363759,0.00532355108698024,0.000396114929078761,0.0110439975816085,0.00785179718894933,0.00540324263785554,0.868881397725273,0.328628119776397,0.804137439240328,-0.694546241266659,0.78164116667134,0.871619505428159,0.811414027243768,-0.886319332755856,-0.905669316308327,-0.889721915488094,-0.887902644797576,-0.217366843649651,0.641718753436067,0.536176204510014,-0.707668272552979,0.926814655971616,0.725345994374739,-0.420939017538546,0.807171380129155,0.866355759538709,0.831159473642391
"202",202,204,"1980-12-01",86.4,1599.8,7718,15.49,14.64,18.9,2473,53.2684,45.887,93.8,115.3,261.2,7.13,1445.9,1482,12.84,163376,67000,20477,312.0383,12.87,7.6,0.0100396517185567,0.00658299417849943,0.00893750038098647,0.0222550192423156,0.0186380090851527,0.0263992216704897,0.00965085601191984,-0.000480231805628543,0.00820056574415134,0.0106176446446961,0.00763288482529904,0.00190947842544594,0.00650093596862246,0.00823850700659427,-0.0133965060611485,0.014759592776732,0.00505193924396023,0.00466733809456514,0.000361725792445089,0.0114190074501221,0.0126503009583975,0.00916081150470915,0.824748906621337,0.342687337721901,0.734704832567731,-0.702396625776256,0.706253212986474,0.836055180902515,0.754093220115944,-0.868648237612722,-0.887885827162546,-0.869983916938264,-0.86805829340435,-0.056449140957556,0.536113618087901,0.492795877313402,-0.708609772626766,0.889492517556642,0.700332608493998,-0.377234471865628,0.739415248726697,0.822609654022793,0.766040147964856
"203",203,205,"1981-01-01",87.2,1606.9,8071,15.02,14.08,19.08,2484.6,52.9637,46.329,95.2,115.3,248.2,7.19,1460.2,1547,12.57,161080,67600,20366,312.4522,13,8,0.0100571077352814,0.0065970381441226,0.0116047623614418,0.0197502626264747,0.0165261018138296,0.0266283316370696,0.00946526511342046,-0.000449215551582986,0.00828939185127303,0.0106092170912872,0.00728710137468673,-0.0000503321985907042,0.00657776789891268,0.00829538377775226,-0.00217760180115593,0.013459942044973,0.00457552703469795,0.00476149497149077,0.0000532272137108158,0.0110343994608029,0.0130690649522934,0.00801549552697733,0.764618859273546,0.361463417685589,0.647521319455449,-0.712160125593193,0.608813287303833,0.779970036792733,0.684431323272371,-0.851706197753214,-0.861421338127528,-0.842857033535556,-0.835435790726531,0.0669241676031023,0.425263096548015,0.441017462710808,-0.684844963390603,0.835189450353532,0.641368109610042,-0.289446485190999,0.660430044747041,0.76312229697231,0.680339764790821
"204",204,206,"1981-02-01",88,1618.7,8051,14.79,14.05,15.93,2501.4,52.7111,46.797,96.1,116.2,241.3,7.23,1467.8,1246,13.19,158982,66200,20276,313.117,13,8.1,0.0100139979939409,0.00671397224086749,0.0110671401627536,0.019241193667717,0.0167020600909361,0.0191515399687652,0.00936057692119666,-0.000869319909912292,0.00848710995334826,0.010384809393878,0.00735360974038842,-0.0011579549194487,0.00653836519587808,0.00815111412555961,-0.00828216310387183,0.0154660230502675,0.00482260145922224,0.00327221972602842,-0.00026629394345871,0.0104131067896133,0.0130690649522934,0.00728922706234717,0.686363255579764,0.351801117686546,0.552592169899637,-0.712938851019857,0.491387855935444,0.704202057144573,0.600142778925716,-0.832158042704625,-0.825696697844295,-0.805646085258006,-0.796134986337137,0.134883916105845,0.300694795765268,0.381180782624915,-0.650896749669707,0.767315647852457,0.542180663103796,-0.226798945474229,0.565354467750557,0.687595476931557,0.577533130716935
"205",205,207,"1981-03-01",88.6,1636.6,7982,13.36,12.81,14.7,2525.8,53.0006,47.122,97,117,238.8,7.29,1479.2,1306,13.12,159765,66700,20307,314.3933,13,7.7,0.00987775868213629,0.00687088165115968,0.011142746373288,0.0142950354933987,0.0125873836962773,0.0156792774757989,0.0093067219923744,-0.000770959114141453,0.00845255277083764,0.010275528577294,0.00738360233863267,-0.00170929080610738,0.00661390163622829,0.00797931913682837,-0.014441402931786,0.0151528324762376,0.00482565306356656,0.00413399366586701,-0.000288309333356033,0.00990193076027209,0.0130690649522934,0.00642294499280244,0.596096188649864,0.260134067729941,0.467190434712237,-0.698028195267651,0.360853079502166,0.605963870399469,0.500109806667995,-0.827384489754034,-0.784649326415362,-0.763080166398718,-0.753440905403892,0.189529489128507,0.164491219701677,0.270768996588102,-0.603346809191251,0.672882453782499,0.404946338404879,-0.199407802333577,0.460126507785814,0.590328326792676,0.453370009617922
"206",206,208,"1981-04-01",89.1,1659.2,7869,13.69,13.45,15.72,2531.5,52.7672,47.326,98,117.9,239.5,7.33,1487.8,1360,13.68,162371,68700,20228,318.5024,13,8.6,0.00969704958239866,0.00701518523950739,0.010822380945797,0.0153997190098571,0.0145308538927505,0.0188062164030805,0.00929353335465747,-0.000500763914314121,0.00820047316825318,0.0101025667566239,0.00736413344956262,-0.00218590474233704,0.00684190038114467,0.00819358355401774,-0.0104578157285576,0.0166211544817502,0.00488447350894824,0.00387433004676045,-0.0000843684182538033,0.00946823021696649,0.0130690649522934,0.00978498296155837,0.49180441516887,0.237665666162396,0.36380393611853,-0.694293108903407,0.227080960091618,0.493747617431139,0.392874363750907,-0.824877246413528,-0.753875301750953,-0.735366101381591,-0.720012515646284,0.229434200188791,0.0325545538884759,0.169215016888929,-0.585273213545972,0.55744331478359,0.238349923268971,-0.19392299869926,0.349162756991983,0.482965606994269,0.321388888585427
"207",207,209,"1981-05-01",89.7,1664.2,8174,16.3,15.29,18.52,2549.8,53.0743,47.537,98.3,118.3,236.3,7.37,1494.8,1140,14.1,163200,70800,20243,324.08,13.87,8.4,0.00950720415496712,0.00690054121589123,0.0140094828459146,0.0220150368679382,0.0196543972700323,0.0246895670669446,0.0093107229434215,-0.000574378692345667,0.007958189934634,0.00990608711640913,0.00721108861749142,-0.00279586792505356,0.00666865523838075,0.00802597086403423,-0.0207547328407345,0.0175646352441579,0.00507243576378961,0.00499599696773001,0.000179460165045331,0.00938276722940179,0.0157681848216769,0.00700570507508326,0.373137741406718,0.205817827841393,0.246765173106944,-0.685094835070223,0.0866775689917332,0.364886786135549,0.280630151348557,-0.832279410813885,-0.720953864982852,-0.702583706529692,-0.681826831884074,0.251866629484509,-0.105784782191059,0.0746255836758706,-0.547184723222943,0.423230357975177,0.0897715412555891,-0.185597637082404,0.23409427576913,0.364359210384345,0.179615112512685
"208",208,210,"1981-06-01",90.5,1670.3,8098,14.73,14.09,19.1,2573,53.3261,47.725,98.5,118.7,234.6,7.42,1506,1045,13.47,163929,68800,20327,328.1726,14,9.2,0.00941290853362916,0.00667649716275206,0.0127797681602136,0.0202507129341521,0.0183998419106542,0.0257714910502761,0.00936652855630874,-0.000371746728271671,0.00778135508122648,0.00972282172868547,0.00701806694365551,-0.00342518524025148,0.00668582704252179,0.00786318594499177,-0.0251939918767226,0.0172204478724814,0.00485780619475603,0.00288335559347426,0.000499032656899138,0.00914818886264113,0.0161568971253651,0.00907181182686959,0.246680498674884,0.147048132630029,0.122179416717969,-0.675668625093699,-0.0549221723954947,0.222862090095452,0.15747478479758,-0.842100719872159,-0.674309727292718,-0.658273250836598,-0.623472621350957,0.242900824733415,-0.241819829438605,-0.0192473921810921,-0.517837612962874,0.266879053155344,-0.0544248291781395,-0.220591513424862,0.110490793794929,0.235356029251358,0.033118498163602
"209",209,211,"1981-07-01",91.5,1681.9,7863,14.95,14.74,19.04,2626.3,53.6592,48.013,99,119.5,233.7,7.46,1516.6,1041,14.28,166041,69500,20618,331.8571,14,9,0.00941164713054521,0.00662077666980247,0.0112948180320428,0.0200487255909626,0.0194592917128166,0.0249178335200322,0.00958699960414341,-0.0000612212893888649,0.00771753353384387,0.0092976479714254,0.00692573393825835,-0.00395991013960032,0.00664695986931828,0.00776631437372399,-0.0218805008090512,0.0194669343593614,0.00475433229484727,0.00356556509250009,0.000824543625905116,0.00892618439457693,0.015331787654691,0.00988040805370624,0.09978171631974,0.0646621265821055,-0.0233841814212346,-0.678571821424601,-0.205298801222944,0.0626625474777916,0.0204127926534324,-0.85732194739862,-0.619052491871361,-0.613665938484394,-0.562500054236016,0.238694555076529,-0.380025807059542,-0.129836138203261,-0.467058545700025,0.0934948854715663,-0.197718386017195,-0.281794310076824,-0.0272247581413416,0.0895845350574353,-0.125439446064077
"210",210,212,"1981-08-01",92.2,1694.3,8036,15.51,15.52,17.82,2651.6,53.6472,48.311,99,119.9,232.2,7.53,1531.6,940,14.94,166116,72600,20648,336.523,14,9.8,0.0093315554736357,0.00658557086453667,0.01000884328308,0.0203370886827156,0.0204954542555515,0.0203289843770345,0.00961271902461362,0.000213433494504237,0.00765801176563378,0.00908773988684386,0.0066960557026187,-0.00424441854200219,0.00677487714359066,0.0079091210391106,-0.026556855867075,0.0209787421781574,0.00465181556678525,0.00525340993629494,0.000881003847100844,0.00907740664225506,0.013031487916829,0.0146192072530547,-0.0546586921156677,-0.00601982539780525,-0.157844690589836,-0.665524655551461,-0.347003310183879,-0.0990322282738814,-0.116809365162451,-0.869607987817179,-0.562492194224155,-0.561620216767732,-0.491441596315864,0.238705005334555,-0.482680381139338,-0.22760363311298,-0.422283553695963,-0.0763232628840402,-0.322269718163782,-0.341984203362262,-0.162311267480499,-0.060484496554107,-0.268189751505919
