"","X.1","X","date","inflation","m2","unemployment","tb3m","tb6m","reserves","persincome","indprod","persconsind","pcomodind","m1","deposits","avehourearn","wages","houseunits","tresu10y","mbase","housesalesprice","dispincome","loansbanks","IntDiscUS","housesupply","Linflation","Lm2","Lunemployment","Ltb3m","Ltb6m","Lreserves","Lpersincome","Lindprod","Lpersconsind","Lpcomodind","Lm1","Ldeposits","Lavehourearn","Lwages","Lhouseunits","Ltresu10y","Lmbase","Lhousesalesprice","Ldispincome","Lloansbanks","LIntDiscUS","Lhousesupply","coraveearn.unem","corhouseuni.unem","cormbase.unem","cortres10y.unem","corwages.unem","corun.unem","corm2.unem","corGDP.unem","cortb3m.unem","cortb6m.unem","correserves.unem","cordisc.unem","cordispinc.unem","corhouseprice.unem","corhousesupp.unem","corloans.unem","corcomind.unem","cordeposits.unem","corm1.unem","corperscons.unem","corpersinc.unem"
"243",243,245,"1984-05-01",103.5,2204.5,8456,9.83,10.31,10.32,3244.8,56.2167,54.548,104.1,150.7,241.8,8.44,1823.6,1774,13.41,192820,81400,22362,446.3183,9,6.7,0.00317773461733462,0.00809145402939437,-0.00836083102357484,-0.00862248876948442,-0.00687656577121467,-0.0140254439377093,0.00673507884302956,0.00439317573575108,0.00353418948446873,0.00175765801264605,0.00722787576272318,0.00230261161146039,0.00312582494188141,0.00586650611018672,0.0228560113040423,-0.000647441809490797,0.00523725013883499,0.00670543195052657,0.00326824370064253,0.00714542944957985,-0.0119867530188242,-0.00892283285023466,-0.613862753949728,-0.0950743769135652,-0.665938492197961,0.473462891307059,-0.643695712995501,-0.672366630365925,-0.622211339592403,-0.844418500459195,0.48724458710774,0.479150031576711,0.447008164921615,-0.804352257051045,-0.390056843215565,-0.560963197408203,0.14511146132809,-0.696389530667894,0.229209631116034,-0.641015938408867,-0.646248499004904,-0.630274594049572,-0.614649656600676
"244",244,246,"1984-06-01",103.7,2215.4,8226,9.87,10.51,11.06,3275.3,56.4174,54.647,104,151.9,242.6,8.48,1841.7,1843,13.56,195695,80500,22496,450.9723,9,6.6,0.00278296403050412,0.00805438299699664,-0.0103203292491193,-0.00974274609360646,-0.00788645035732025,-0.0102658178331274,0.00697273186265442,0.00467001444275864,0.00330983192150613,0.0016341963813867,0.00732877776931936,0.00265934559407392,0.00321653825039562,0.00619919194116865,0.0297723099003,-0.00221396894806717,0.00545545294543152,0.00624217825952752,0.00378608103686003,0.00707295958821375,-0.0119867530188242,-0.00954941107375719,-0.645286507621178,-0.00436397308587084,-0.693123467986028,0.442498595085971,-0.676007859280899,-0.706326582030699,-0.645844162072161,-0.873290518476069,0.486577215339633,0.466286248900342,0.431117863642152,-0.812920973268492,-0.427524183525314,-0.633321653227966,0.051120445227636,-0.72619075705121,0.158603860647905,-0.661609650167323,-0.677897666218174,-0.661730470798012,-0.647400296865521
"245",245,247,"1984-07-01",104.1,2223.9,8537,10.12,10.52,11.23,3295.1,56.6057,54.842,104.2,152.7,242,8.52,1856.2,1732,13.36,197492,80700,22511,455.8009,9,6.7,0.00272914990071342,0.00808180505674572,-0.00998596882550595,-0.00477933666950385,-0.00506575444270563,-0.00476308663774599,0.00694208323188117,0.00493859040681438,0.00321215027216202,0.00154791341923488,0.00731933347174574,0.00270288142929539,0.00320084191597673,0.00632951942053739,0.0164874050921643,-0.00180059750661978,0.00542527467041102,0.0053945059057426,0.00343023659602363,0.0071374892984909,-0.0113217522030438,-0.00841777616138696,-0.703766189052941,0.108620721284956,-0.740715767886019,0.453448653071537,-0.734581184969323,-0.776037429623913,-0.691937556342155,-0.912646156734884,0.516049774122667,0.492983663237815,0.45707350111012,-0.828160573256744,-0.48560975055712,-0.724005780544241,-0.0460496259453253,-0.781631413582661,0.0923779761050773,-0.681869581685051,-0.732094996565659,-0.729181294821124,-0.708875011730452
"246",246,248,"1984-08-01",104.4,2230.7,8519,10.47,10.61,11.64,3327.9,56.6538,55.012,103.8,153.5,241.4,8.52,1863.4,1586,12.72,196735,82000,22652,458.7925,9,7.5,0.00276367151665839,0.00789629207013302,-0.0101966327461738,0.00781218734209112,0.00297018503608813,0.00583057410183219,0.00717741163676688,0.00533904901935946,0.00321246676483117,0.00142917815682908,0.00724534011106581,0.00250769074187222,0.00293762773259084,0.00640729554034932,0.0173434065654135,-0.00109910691401288,0.00512275144910153,0.00653318555098788,0.00369844604132289,0.00721355178690601,-0.00713117734149288,0.00228367652062479,-0.711490166719089,0.217225437372079,-0.753021315695535,0.405027986981353,-0.746941575446255,-0.793994879587829,-0.693904063721559,-0.931193302534707,0.492075279165667,0.471127343365334,0.42878938823171,-0.836382508860035,-0.500136165890186,-0.751980766042264,-0.131233422817038,-0.786875250096202,-0.0334035536002461,-0.665510859196609,-0.746357391946752,-0.745686345972582,-0.723754640689329
"247",247,249,"1984-09-01",104.7,2244.8,8367,10.37,10.47,11.3,3358.1,56.5489,55.088,103.4,154.4,241.3,8.56,1880.6,1698,12.52,197898,81300,22794,461.9148,9,6.5,0.00288323161782308,0.00786188800572389,-0.012213961972901,0.0112302423506292,0.00462503869300479,0.00382035115372609,0.00744686686884692,0.00538406351954198,0.00315397936536769,0.00139311567025987,0.00719923807975509,0.00217995704486444,0.00313278812060859,0.00684493180944146,0.0164550081221479,0.00060338946644628,0.00551036358827739,0.00756599256697562,0.00399905184974532,0.00694060157831559,-0.00439002148574276,-0.00126272289563871,-0.733549713070831,0.331237347083226,-0.76340619212064,0.353956078214223,-0.766823639028353,-0.815357341949399,-0.700901456111152,-0.943040588178278,0.459153798800363,0.437463759290614,0.400493676691865,-0.836308019800342,-0.522765639409235,-0.779236520177325,-0.26676803573387,-0.794615907960658,-0.145410203628458,-0.651603779411985,-0.762902115341953,-0.766756265686231,-0.744256212974576
"248",248,250,"1984-10-01",105.1,2259.2,8381,9.74,9.87,9.99,3356,56.4592,55.218,103.4,154.7,240.9,8.55,1883.2,1590,12.16,198076,80100,22689,466.3545,9,6,0.0028718713046495,0.00787578595601035,-0.0132874317139186,0.00973845541996689,0.00726874517909111,0.0011845129315512,0.00717820095263237,0.00569753642454009,0.00301869992906686,0.00130986555931519,0.00696058686096523,0.00178459895778671,0.00297926179551572,0.00678255607725283,0.0126737269400334,0.00451966986221007,0.005171273582757,0.00579481401282648,0.00384491947834979,0.0071952291228999,-0.00303488849801109,-0.00136624261762463,-0.762874461406205,0.335102185717248,-0.780710105559518,0.288804073421983,-0.792561487319098,-0.846210407437124,-0.719377691632016,-0.953703146350457,0.432762080696123,0.40100896415358,0.375119658026293,-0.832715826431052,-0.548167812616596,-0.800988017599837,-0.324780677530732,-0.815555074141266,-0.225289740583805,-0.642242884714944,-0.786899643457785,-0.800480630013868,-0.772339917829373
"249",249,251,"1984-11-01",105.3,2281.7,8198,8.61,8.81,9.43,3378,56.6754,55.297,103.7,155.5,242.3,8.57,1899.1,1689,11.57,200592,82500,22768,470.9618,8.83,7.2,0.00299358085288988,0.00797793857781537,-0.0156598486526797,0.00269878483990758,0.00228434264905969,0.00102885885793215,0.00716235471571014,0.00602083617262228,0.00295109243659937,0.00138901751114965,0.00695327969700299,0.00159500722275596,0.00297205504783214,0.00704963956612455,0.00866112952174873,0.0038454033868129,0.00510321035826,0.00481303696341022,0.00385101361684992,0.00764911122202272,-0.00238422202853028,0.0119867530188242,-0.792567913400523,0.450735219493434,-0.799864140803679,0.229652788752239,-0.818349813486674,-0.86984325816858,-0.740559564866075,-0.952410495224421,0.423489651654164,0.364408432872216,0.337250431383146,-0.825760105930203,-0.577194574203503,-0.818832607277579,-0.355008283024297,-0.833834384811567,-0.303182758814592,-0.65144265999333,-0.809619131818876,-0.829469193352587,-0.799881387844676
"250",250,252,"1984-12-01",105.5,2306.8,8358,8.06,8.28,8.38,3410.7,56.7436,55.454,103.5,156.1,243.4,8.61,1916.3,1612,11.5,204812,78300,22894,473.3524,8.37,7.3,0.003200391411141,0.00794352649819689,-0.0152470200008138,0.00062501171914553,0.000608283309214697,-0.00274190074136551,0.00727764100546139,0.00637403280440478,0.00300295567535917,0.00122557855026221,0.00682975758729624,0.00162324191902341,0.00295774569005068,0.00715852487750179,0.00886693108090534,0.00363206217733284,0.00521500889343536,0.00366903564129924,0.00390270060399933,0.00785297587385736,-0.00175464522292196,0.00958401794174883,-0.840064731992254,0.464120664864929,-0.831236086910471,0.210477102530127,-0.855384443810723,-0.905696594111504,-0.773605648031368,-0.961174400591607,0.448904059515195,0.367778441012558,0.357523865842243,-0.819529814702421,-0.620930888961657,-0.852436806495049,-0.433887823289782,-0.85660553840538,-0.372487686089909,-0.660500584828402,-0.844511031593836,-0.873549514125082,-0.839967488691347
"251",251,253,"1985-01-01",105.7,2332.7,8423,7.76,8,8.35,3424.3,56.6447,55.732,103.4,156.8,245.6,8.61,1920.8,1711,11.38,203177,82500,22875,472.9554,8,6.7,0.00319409763915531,0.007257665323033,-0.0130972139941664,-0.000533511343582834,0.000366187751378292,-0.00161499957539561,0.00733884093233172,0.00550476185184773,0.00300670756306452,0.00130986555931519,0.00667170195057339,0.00208724772162146,0.00275044841337925,0.00703480131292415,0.00316095298739168,0.003512457085892,0.00530233831406113,0.00481303696341022,0.00381218085102771,0.0076965538588553,-0.00252602590901813,0.00898785720111215,-0.864051750221418,0.58462911043813,-0.848930636064746,0.165655124619863,-0.877475519064757,-0.924363371799005,-0.788414855924127,-0.965853170075932,0.444254196211951,0.336941433251335,0.34637378536131,-0.808754720139579,-0.658387918072296,-0.872753860186358,-0.573138682900282,-0.866740235742867,-0.443615439695394,-0.644170211081012,-0.864615858289152,-0.897893394380412,-0.863536442254391
"252",252,254,"1985-02-01",106.3,2354.4,8321,8.27,8.39,8.5,3443.5,56.8492,55.998,103.3,157.9,247.9,8.64,1929.9,1632,11.51,200224,82000,22654,475.5103,8,6.5,0.0033874086115554,0.0068558215955337,-0.0136445834536736,0.000814026704511602,0.000802271074589023,-0.0000489907953754957,0.00747035641312725,0.00591825006251939,0.00313204217885034,0.00114498535943593,0.00652863095096527,0.00238654435601164,0.0026891050473988,0.00734489039444282,-0.00167639942282834,0.00296271112879731,0.00512660210684464,0.00439002148574278,0.00341565838203787,0.00790310440837857,-0.00252602590901813,0.00620981579835366,-0.882033833052112,0.655770370100619,-0.860967833654091,0.126123426914114,-0.891028974784059,-0.937691304088035,-0.800451139477244,-0.968662270909247,0.431879834378508,0.309238683168692,0.325105670670203,-0.794804647229123,-0.684485984542107,-0.885544146559845,-0.651371078086682,-0.875356847826136,-0.51789556858598,-0.62941568001055,-0.878936879854338,-0.913872089226558,-0.878958081333497
"253",253,255,"1985-03-01",106.8,2366.6,8339,8.52,8.9,8.58,3471.4,56.9349,56.224,103.1,158.5,247.8,8.67,1950.7,1800,11.86,202719,84200,22533,480.201,8,6.4,0.00354043999811571,0.00669112593305158,-0.0130571482736288,0.00083978341576918,0.00255822467652959,-0.000912620536842527,0.00755402330997749,0.0056400193635119,0.00324294995375533,0.00110571599022021,0.00625678532949888,0.00212129398910706,0.00283353037975239,0.0075169221633905,0.00475166872406455,0.00503517536169666,0.0055776989071424,0.0062336816411522,0.00302515083312286,0.00826455879964557,-0.00252602590901813,0.00707912653314156,-0.901168913523974,0.704317042245333,-0.874288104991843,0.106645004854816,-0.907667538606697,-0.950726773138713,-0.818344243838567,-0.970758526693999,0.433201082128484,0.301793493830662,0.322189033566391,-0.779079242537349,-0.717893338315511,-0.893218221650648,-0.660325286783621,-0.887118460397854,-0.57857944159546,-0.617368671272855,-0.895253584166884,-0.930203810575643,-0.896038099371912
"254",254,256,"1985-04-01",107,2375.7,8395,7.95,8.23,8.27,3471.2,56.7821,56.31,103.3,159.3,248.5,8.69,1950.8,1821,11.43,205511,85600,22902,479.3596,8,6.9,0.00332213457117014,0.00657493152647803,-0.0122637733118592,-0.00134087478325401,-0.000352895838065581,-0.00258821718535672,0.00734350778536637,0.00503874236557617,0.00311721291036539,0.00118646536949848,0.00616220154698977,0.00241613573543124,0.00277550065489923,0.00723605256974251,0.0088651575182828,0.00393481965247468,0.00551381753182278,0.00567521629203852,0.00365426273338783,0.00833763820216741,-0.00252602590901813,0.0125950363280389,-0.915726724816959,0.713366291358867,-0.886583569590905,0.0641672725493125,-0.919592809189634,-0.959159369190958,-0.834655108472567,-0.972742321437224,0.431824717956277,0.28778480159388,0.312234152368256,-0.765062663918059,-0.753473130195638,-0.893597628214951,-0.667009990427019,-0.896111376563821,-0.631274633428379,-0.604158940385432,-0.908993637096649,-0.941826882351047,-0.908699443807656
"255",255,257,"1985-05-01",107.2,2389.9,8302,7.48,7.65,7.97,3483.7,56.8643,56.45,103.5,160.4,250.7,8.7,1960.4,1680,10.85,206691,80100,23420,480.8688,7.81,6.4,0.00323159309774475,0.00652651820369539,-0.0123042386806881,-0.00377837941160801,-0.00299435671790184,-0.00331500051221721,0.00710992503189622,0.00480433772244761,0.00310202913619478,0.00110138571117313,0.00605655700465117,0.00235912058331282,0.00261892153285944,0.00697063549640927,-0.00231541046478378,0.00184517509369692,0.00544156529921021,0.00301986369536666,0.00447511004696199,0.00856804012084766,-0.00352754998519483,0.0111276160520436,-0.927095678552802,0.703439866780382,-0.895225248110455,-0.00959012013841042,-0.929755369119394,-0.965007062576457,-0.847167799636194,-0.975284753789154,0.398305068676766,0.237050588754145,0.272537812146985,-0.753477117634891,-0.777523170214279,-0.891219876079813,-0.683624774617022,-0.903113088501301,-0.699650847732333,-0.581105043966497,-0.919065084852731,-0.950740027787523,-0.919387501381589
"256",256,258,"1985-06-01",107.5,2413,8460,6.95,7.09,7.53,3504.8,56.9021,56.609,103.3,161.7,252.7,8.74,1978.5,1676,10.16,210250,86300,22902,482.2388,7.5,6,0.00326411391271619,0.00671579378586821,-0.0118609723438282,-0.00978637717168269,-0.00942673787424072,-0.00733770168759608,0.00720436351918012,0.00458484027223512,0.00306366299768026,0.000938202470180542,0.0061233990106162,0.00254973500116666,0.00270817882510275,0.00713555799464557,-0.00139350036139907,-0.00273777657650552,0.00571100163383894,0.00540547106004404,0.00360662326366579,0.0084373317145607,-0.00521513095641692,0.00516886036124912,-0.93879957109399,0.737325275591062,-0.908625306289944,-0.0884828520735859,-0.940246779100157,-0.971046910995707,-0.863589163821397,-0.976761656010898,0.348867819844426,0.17319078332135,0.229337368437067,-0.749162153131393,-0.795160525802157,-0.898294565651625,-0.693922274451621,-0.915021444390166,-0.753545851116538,-0.568484566295486,-0.930405808738132,-0.959149593351802,-0.930512895161678
"257",257,259,"1985-07-01",107.7,2429.9,8513,7.08,7.2,7.88,3518.9,56.5347,56.749,103.2,162.8,255.3,8.74,1981.2,1684,10.31,212277,82100,22936,487.1446,7.5,5.6,0.00317422503520518,0.00677797720215397,-0.00893091089954671,-0.0103666785378156,-0.0104842926098366,-0.00721604968252261,0.00701002469723925,0.00368128970272807,0.00293195958725628,0.000774268408034369,0.00610847809132816,0.00287120583928091,0.00250517395743607,0.00678944038704362,-0.0024269374754778,-0.0041142971112215,0.00566788451867743,0.00365778272927453,0.00317148194876316,0.0084427274436419,-0.00521513095641692,-0.00146213832546959,-0.944272001167132,0.76729125937206,-0.914530717438232,-0.16519601432485,-0.945291924925557,-0.973641388601801,-0.871265936333353,-0.978469049419771,0.269313046841574,0.090841273947254,0.150909706885564,-0.760969825629998,-0.808685424677855,-0.895986159314708,-0.656731610081868,-0.92183432316086,-0.812410757756421,-0.543911013509723,-0.935994463453883,-0.963203158980882,-0.936413130357432
"258",258,260,"1985-08-01",107.9,2444.4,8196,7.14,7.32,7.9,3530.1,56.7647,56.938,102.7,164.2,257.5,8.77,1995.4,1743,10.33,212802,83300,22899,489.9731,7.5,5.8,0.00312646608095476,0.0068406644445275,-0.0108073013092176,-0.0111913948287191,-0.0109055645243366,-0.00794687364959725,0.00697325045755851,0.00340282649741047,0.00289206047384033,0.000366750534087116,0.00622885181482731,0.00312394440716779,0.00280011050474518,0.00693382934687762,-0.00381231148002729,-0.00571981601873304,0.00573506506441264,0.00338516287579875,0.00316109983936719,0.0082886370979817,-0.00521513095641692,-0.00277880727077801,-0.946839752293737,0.797407600731767,-0.918237431175616,-0.269985466287813,-0.947849914552241,-0.974181826983626,-0.875640928964955,-0.979550234920975,0.161383547636989,-0.0201916777927285,0.042926623227227,-0.768403728504924,-0.816414379692344,-0.900411188157338,-0.641117212112923,-0.925270177284053,-0.860056982628081,-0.509038915707041,-0.938943618366144,-0.96391670948884,-0.939258408386522
"259",259,261,"1985-09-01",108.1,2456.8,8248,7.1,7.27,7.92,3552.3,57.0097,57.032,102.1,165.1,261,8.8,2011.7,1676,10.37,214674,84700,22980,494.4245,7.5,6.3,0.00307893822448054,0.00686710492767103,-0.0091843352882773,-0.00988040805370624,-0.00958323282258342,-0.00735931398663819,0.00685940966305683,0.00296285553037079,0.00281515077594263,0.0000408296619311965,0.00607528443513716,0.00372136974907955,0.00263863058130309,0.00695343236295246,-0.000836807018944878,-0.00484954824042808,0.00621294912767338,0.00186110195773215,0.00310652597340518,0.00856780483246866,-0.00521513095641692,0.000666680889435038,-0.949020961657256,0.805115306137835,-0.92747911238708,-0.361250707685113,-0.95165067212465,-0.971967159593614,-0.886742063660881,-0.978904288946545,0.0628185886262665,-0.123693699492046,-0.045878170138833,-0.741247674136527,-0.826854558503338,-0.906290007841449,-0.636391808000124,-0.930355722202651,-0.870191401829494,-0.499335001437784,-0.942977940567552,-0.961600909166045,-0.942627706288717
"260",260,262,"1985-10-01",108.5,2468.5,8298,7.16,7.33,7.99,3575.4,56.7733,57.124,102.9,166.1,261.6,8.79,2022.9,1834,10.24,216000,85400,23079,493.2407,7.5,6.4,0.00306715905596859,0.0067463107322779,-0.00730026004184666,-0.00782885841014208,-0.00775747911322119,-0.00712473152036447,0.00666058007569144,0.0024428236635888,0.00281046047956026,0.000284415211266653,0.00592010473390721,0.00379959325269152,0.0023397959512387,0.00650025726990389,0.00279526221734875,-0.00497990172785799,0.00613740300860751,0.00491372568303916,0.00294904829507795,0.00813598059168671,-0.00521513095641692,0.00556380802602178,-0.95136883419132,0.820594334081033,-0.935710432155202,-0.469430069139317,-0.956130726084773,-0.972896442599865,-0.89710582409512,-0.979797612457116,-0.0645017526737815,-0.242138712555714,-0.158844168424063,-0.748100282612723,-0.838472445175124,-0.912993680342812,-0.637903607751096,-0.935742245193087,-0.884086827460384,-0.474259947443218,-0.948272370952369,-0.962391536258707,-0.947660837582192
"261",261,263,"1985-11-01",109,2478.2,8128,7.24,7.3,8.05,3593.1,56.9625,57.286,103.4,167,262.1,8.82,2032.1,1698,9.78,219498,87200,23114,497.0316,7.5,5.9,0.00313490650844657,0.00665054474138875,-0.0064946516279966,-0.00794061243961145,-0.00839758528058593,-0.00619309003376162,0.00647303244881418,0.00243857842120411,0.0028691963043179,0.00052717653765455,0.00579971841002158,0.00398397722534005,0.00243165063273261,0.00652593511028961,-0.00208197197260196,-0.00743309547655213,0.00621906411576741,0.00578281860472292,0.00268021287718523,0.00805958551135696,-0.00521513095641692,0.000712268056637507,-0.951203727577928,0.815611093091337,-0.941380348705248,-0.591209447938216,-0.95751007942138,-0.971921987448398,-0.904592000026809,-0.98055319575296,-0.199697891210534,-0.366990032076225,-0.27756760975937,-0.756982477251374,-0.844829015992937,-0.913905449098663,-0.614725481131928,-0.939889679193174,-0.906117342591978,-0.431959079323958,-0.951125010529353,-0.961515012822458,-0.949191434322135
"262",262,264,"1985-12-01",109.5,2492.6,8138,7.1,7.14,8.27,3627.2,57.5636,57.479,103.6,167.7,266.9,8.87,2056.3,1942,9.26,224722,87900,23239,498.7556,7.5,5.8,0.00320214408747802,0.00667164189260546,-0.00569990586134946,-0.00988040805370624,-0.0104260212465367,-0.00564559992343279,0.00646891947243825,0.00265582183969804,0.00298674735865423,0.000526152369491717,0.0057167133963952,0.00468769775342008,0.00261713917261402,0.00667054928476796,0.00584058223730699,-0.0102056095555086,0.00651560056265247,0.00611596334539777,0.00255270477264783,0.00776642475424945,-0.00521513095641692,0.00876230870151503,-0.953107246714196,0.812732996272916,-0.949703743546802,-0.684404313499816,-0.962302100216313,-0.971779553631999,-0.918619746538149,-0.982554835240844,-0.332880508268371,-0.477569610559302,-0.382292630439914,-0.765158855683117,-0.855411186299121,-0.912988415224099,-0.631505723493378,-0.946842167309214,-0.924818678434026,-0.396995101448029,-0.957002422613898,-0.962579463148706,-0.953866287546346
"263",263,265,"1986-01-01",109.9,2502.7,7795,7.07,7.16,8.14,3637.7,57.8223,57.748,103.2,168.4,265.7,8.85,2052.8,1972,9.19,221697,86600,23240,500.367,7.5,5.7,0.00306742234328986,0.00655272918370386,-0.00602627370364983,-0.00959128320123387,-0.00957604544365383,-0.00669989779370254,0.00624863472050004,0.00202434206185172,0.00300178202050934,0.000121300425310777,0.00554967175220792,0.0042039976299952,0.00227373102191025,0.00610078712460308,0.00161560688448192,-0.00995439624711954,0.00613364053580294,0.00533076470315789,0.00237189902994106,0.00773356569885505,-0.00521513095641692,0.00303163976176785,-0.952087627939094,0.804838480756064,-0.95241662551831,-0.753342330324345,-0.964145351624287,-0.970217145010281,-0.931063401928418,-0.983045917007685,-0.445406551093301,-0.566472753731643,-0.501823165582009,-0.761712895689884,-0.8609364162546,-0.917234119136245,-0.630122449438895,-0.952247903567242,-0.942882664497471,-0.353754259463078,-0.961347429644941,-0.961840153414553,-0.955022903507009
"264",264,266,"1986-02-01",109.7,2513.4,8402,7.06,7.11,7.86,3655.6,57.4367,57.75,101.7,169.4,266.2,8.88,2061.2,1848,8.7,217759,89700,23347,500.5953,7.5,6,0.00278797643935484,0.00634068978290829,-0.00188577908841051,-0.0105304106951765,-0.0106468733673854,-0.00828892843559298,0.00592949394644315,0.00155527695920151,0.00272423288593195,-0.000610064583039508,0.00562710451890998,0.00423032568396649,0.00246448635427895,0.00599224589169012,-0.00838586833602924,-0.0128400251581384,0.00638090263476669,0.00518726959351542,0.00233616878552538,0.0069605709707962,-0.00521513095641692,0.00677162206240729,-0.953036284780852,0.816627354496363,-0.968805665885355,-0.794564276170921,-0.971314570452883,-0.967386588109852,-0.959425542509176,-0.984905711424218,-0.501220495853816,-0.608140155516298,-0.560589331289963,-0.748550521427782,-0.871279671875809,-0.937496774015703,-0.608730445077682,-0.966357851646948,-0.933569582494447,-0.332647450255126,-0.973202912286256,-0.959638430463406,-0.9568555454941
"265",265,267,"1986-03-01",109.1,2533.7,8383,6.56,6.57,7.48,3682.1,57.0389,57.622,100.3,170.7,270,8.89,2076.6,1876,7.78,221355,88700,23571,505.2776,7.1,4.7,0.00243780208329255,0.00635092340892988,-0.00176627530562534,-0.0155168435769699,-0.0160616589886628,-0.0117213148481463,0.00584067474978315,0.00106294676618964,0.0024948988965352,-0.00146930013072048,0.00563710033457091,0.00473437606282168,0.00231273231420653,0.00601628186021167,0.00502161043221842,-0.0191528174964614,0.00655730992189999,0.00514316508163219,0.00248748558823871,0.00663018720169029,-0.00749880747704171,-0.0108635942693022,-0.950992259007391,0.815647302088441,-0.970675156691478,-0.849552453738404,-0.971152375845919,-0.967742332797526,-0.963855797983248,-0.985211783041492,-0.608648396630139,-0.697807776726496,-0.657724496309566,-0.777488363346286,-0.871504446094187,-0.937236255832332,-0.633931310607327,-0.965561567971344,-0.943425691380125,-0.208290486423482,-0.973265254333701,-0.959149426735975,-0.954412383578476
"266",266,268,"1986-04-01",108.7,2558.4,8364,6.06,6.08,6.99,3687.3,57.0948,57.5,99.6,171.4,272.7,8.89,2072.9,1933,7.3,225063,92500,23649,507.9348,6.83,4.7,0.00212310075006546,0.00643841977560033,-0.00193697532605497,-0.0195576927425605,-0.0200604589619203,-0.01611216640001,0.00547334448839742,0.000841112249100329,0.00224873506209478,-0.00180119727295084,0.00552909448017765,0.00492481925121095,0.0021150253398638,0.00543507569239602,0.00180613194311807,-0.0228416911753356,0.00656620650833243,0.00625810631950174,0.00236698991035548,0.00618772851287193,-0.0108895884474495,-0.0101748733546684,-0.951471807604456,0.811902981295933,-0.971741236320777,-0.860381705376463,-0.971538423433797,-0.968064178932254,-0.967479409241721,-0.983537073165466,-0.678439788913922,-0.750919760721133,-0.723512449383214,-0.802009691621485,-0.876692551466317,-0.937994794416056,-0.638977769782524,-0.965999021897794,-0.946837369367429,-0.052510569815037,-0.973572433765637,-0.959693278385672,-0.954051930961195
"267",267,269,"1986-05-01",109,2585.5,8439,6.15,6.19,6.85,3699.3,57.2011,57.601,100,172.7,277.1,8.9,2080.9,1854,7.71,226423,92100,23661,508.004,6.5,5.2,0.00215734456348834,0.0066424244599285,-0.0000838512663377718,-0.019541118847527,-0.0212574671388485,-0.0170764628241368,0.0054620790661577,0.000723302632780568,0.00226912002777779,-0.00167424123470132,0.00567770331334094,0.00567781307034336,0.00221120700542619,0.005499496794977,0.00183785763567816,-0.0230617712382645,0.00669365916828653,0.00514581959386525,0.00235270972328279,0.00539403945664755,-0.0135592666847762,-0.0105603708670641,-0.942860586111515,0.805024824292168,-0.971635176319222,-0.856650123038564,-0.967687138985357,-0.959726697206588,-0.968477775617423,-0.983076542042509,-0.703037656984129,-0.767391373262585,-0.744119862208482,-0.780015277103505,-0.878029918141508,-0.936405909884518,-0.622481976751272,-0.961222177591246,-0.937069134433057,0.130543867596862,-0.970514974240945,-0.951227561731845,-0.94682988091395
"268",268,270,"1986-06-01",109.4,2605.8,8508,6.21,6.27,6.92,3715.4,57.0118,57.81,99.9,173.6,279.5,8.91,2091.8,1847,7.8,230141,91200,23631,511.1663,6.5,5.7,0.00222953228134996,0.0067627814869166,0.00140445948040665,-0.0193057898958334,-0.0215229512601679,-0.0195383011026921,0.00525320316790912,0.000436693432939395,0.00234447719848359,-0.00167588389528602,0.00556380802602178,0.0058995123368835,0.00206099131995443,0.00530566171744196,0.0000903342720590302,-0.0230416895340293,0.0067556183250664,0.00519990469399034,0.00205091224004346,0.00522037745937039,-0.0135592666847762,-0.00610847809132813,-0.940232609605456,0.796109275679209,-0.970570867793684,-0.856361124683215,-0.966290289086452,-0.953538518597777,-0.966999428697784,-0.982187249123369,-0.739932813814327,-0.797082561552053,-0.7700740043755,-0.771659028184267,-0.882346400733784,-0.934761041282705,-0.588941556092583,-0.956130413481057,-0.932236644112496,0.31440632171053,-0.968431166414837,-0.94572015315524,-0.944028048142297
"269",269,271,"1986-07-01",109.5,2627.5,8319,5.83,5.86,6.56,3735.5,57.3217,57.822,99.4,174.7,283.3,8.92,2100,1782,7.3,232992,94100,23742,513.0959,6.16,6.1,0.00210719056815134,0.0069487671841801,-0.00107781678026749,-0.0229790276457049,-0.0243803584883601,-0.0223999235747648,0.00522688174692143,0.000523732238660683,0.00220470843074886,-0.00196500065236408,0.00560812520480936,0.006565361694991,0.00191165023961222,0.00514191489792593,0.00118581328784891,-0.0251829508314231,0.00688775170919342,0.00640081130480959,0.00221839804163815,0.00493361149629249,-0.015797824991283,-0.00390911480073563,-0.931214747438056,0.778337770005228,-0.964569123020383,-0.851302982185884,-0.961584210199778,-0.941735291065661,-0.958988465295604,-0.981872781659068,-0.778910763913847,-0.832764824374094,-0.798229725326435,-0.745776605949126,-0.884384864094399,-0.924606134990789,-0.561054931672387,-0.945763392465335,-0.925607883397071,0.481188814024495,-0.962310481758889,-0.935794688299329,-0.93660171492359
