"","Linflation","Lm2","Lunemployment","Ltb3m","Ltb6m","Lreserves","Lpersincome","Lindprod","Lpersconsind","Lpcomodind","Lm1","Ldeposits","Lavehourearn","Lwages","Lhouseunits","Ltresu10y","Lmbase","Lhousesalesprice","Ldispincome","Lloansbanks","LIntDiscUS","Lhousesupply"
"1",-0.000970089000894792,0.00605450890870607,-0.0243700039242896,0.00283688133519977,0.00820798041782944,0,0.00526368307618252,0.00675893048399523,0.00152771745121205,-0.00630916919326463,0.00309119256967261,0.00330033302865651,0,0.0119249234555125,0.126959627461289,-0.00480770156810317,-0.0142236173829833,0.0111733005981254,0.00199065987182578,0.00246935346900612,0,-0.0531098253139484
"2",0,0.00578622809629348,-0.00990131364808988,0.00283286876783873,0.0108699933182029,-0.00723601630426718,0.00524990240187062,0.00337946524199761,0.00106362709539742,-0.00315458459663231,0.00462252907202543,0.00165016651432826,0,0.00838817903853206,-0.0275710866305103,0.00595954611860516,-0.00377541861154995,0.0326202609342001,0.0120022421360853,0.00280884385513147,0,0
"3",0.000107717995228314,0.00543785849717437,-0.00931229556228708,-0.00476879855041257,0.00182648858820852,-0.000959233275871663,0.00581297428525899,0.00766272620922415,0.000981408483871811,-0.00210305639775488,0.00410261589153234,0.0013745723946205,0.0026560565497256,0.00780296054573141,-0.0338978598879637,0.00476198574915883,-0.00114507454004216,0.0182194708459544,0.00946976146871255,0.00511395681151387,0,0.0113005172252271
"4",0.000322997460950658,0.00562945977395191,-0.0170089961215192,-0.00285717395590568,-0.00276245904664629,0.00143266867724628,0.0059394391773715,0.00716360825924778,0.000763276135373525,-0.00236968598863596,0.00460135688567875,0.00185262272262121,0.0019920424122942,0.00742478812257485,-0.0221643436166428,0.00179212236965315,0.000161273977816734,0.0202266596532001,0.00816160534755372,0.00624496150393672,0,0.0166728436246681
"5",0.000451977593487562,0.00593337792704407,-0.0109679398061964,-0.00228573916472454,-0.00444462735694207,0.00114613494179703,0.00577963547150429,0.00629544910177691,0.000904362631621236,-0.00189574879090877,0.00549652913876644,0.00148209817809697,0.00238571417305473,0.00707129101166242,-0.00672438853925197,0,0.00257198217423209,0.0109316825075727,0.00701826396225407,0.00702934158686945,0,-0.00347834854237381
"6",0.000430385433912125,0.00616817775405002,-0.0183941006681388,-0.00286540009006212,-0.00370385613078505,-0.00289862378531151,0.00576315581968512,0.0063379035772985,0.000970920580756651,-0.00105152819887744,0.00458044094897203,0.00273230162927929,0.00198809514421228,0.00678110706486261,-0.0043183037016535,0.000797449687222729,0.00361117132388096,0.0117483129590908,0.00621812991868698,0.00714880890525649,0,-0.00885163755232473
"7",0.000506994747795427,0.00643195448199358,-0.0139174447153526,-0.000814003016376796,-0.00118227275769426,0.000818667815569306,0.00604154480503016,0.00636213880977283,0.000948497167531632,-0.00090130988475209,0.00478409567914907,0.00338346329119358,0.00282894675659709,0.00723970139324935,-0.0030626285537886,0.000683528303333768,0.00309786712209232,0.00856620925250822,0.00599278584142989,0.00713881529610256,0,-0.0102084234260207
"8",0.000564335044315856,0.00668180237662974,-0.010243423910657,0.000354610166899971,0.00136613381652378,-0.00108225784288932,0.00598702618476188,0.00602944877916323,0.00101963695501861,-0.000393701112862022,0.00493235459256847,0.00366475759457641,0.00247532841202246,0.00691817035003017,-0.0121088716254949,0.000896061184826574,0.00374375314746422,0.00749543309594469,0.00556480048922703,0.00775780715300056,0,-0.0089323704977681
"9",0.000644539351696752,0.00652417656192365,-0.00868699266997927,0.00156717846461577,0.00241555407071176,-0.00389903553458557,0.00546662516407813,0.00380986242456189,0.000984546743052878,-0.000349956544766241,0.00438431519339419,0.00361368796728446,0.00220029192179774,0.00611714270583826,-0.0056153795958845,0.000531633124815153,0.00387317798034342,0.00666260719639528,0.00478347416671276,0.00791884681286249,0,-0.010016788554922
"10",0.000868871113776804,0.00656133481622989,-0.012628895224826,0.00335226920386438,0.00456455074899602,0.00114286958236227,0.00564305840982442,0.00647209653663716,0.00102130396635864,-0.000314960890289617,0.0045393572260362,0.00373117084373566,0.0023716526617316,0.00631726240985167,-0.00757889273318479,-0.000480770156810317,0.00459080466769901,0.00809066386128006,0.00476654771739309,0.00813798585920047,0.00337110573423116,-0.00350913198112701
"11",0.000906321003408251,0.00654464285868294,-0.0089561003214281,0.00791012518087545,0.00743017247858011,0.00918553222848272,0.00616539927145165,0.00695078964431429,0.00106102523770338,-0.00028632808208147,0.00439525310525395,0.00353661806087265,0.00286351518721554,0.00676105386744474,-0.00701233898929334,0.000217746429632258,0.00568331327637898,0.0150294527659439,0.00511373586570262,0.00974230053657185,0.0121392175113202,-0.00482816593763167
"12",0.000910755877682523,0.00654686020859178,-0.010032711932913,0.006597349960717,0.00659975347176609,0.00949535494576814,0.0063035493398748,0.00726423791762247,0.00106250704658343,0,0.00427444119896255,0.0034403914478444,0.00262488892161425,0.00638778301300051,-0.0136380958298405,0.000398724843611364,0.00434063538699977,0.0125779369144402,0.00481427889524906,0.0101960316306893,0.0111276160520435,-0.00292427665093918
"13",0.000840697733245406,0.00656331099798936,-0.00593153635026807,0.00847526432855109,0.00725466765163394,0.0103268865776895,0.00587440229164359,0.00718234275038565,0.0010097994003044,0.000241516923435992,0.00439680106461145,0.00317574595185637,0.00272054952594548,0.0063116848747204,-0.00862359421395235,0.000734354760275374,0.00315388086565008,0.0104874187347792,0.00438271633839312,0.0104798004267496,0.0102716455865017,-0.00408537117799603
"14",0.000849120728099585,0.00655768208950874,-0.00985015490938818,0.00786988830508316,0.00673647710508866,0.0106580284419054,0.00586753608342937,0.007608742087282,0.00102999562143943,0.000224265714619135,0.00429129456737736,0.0032315688652382,0.00280147951094866,0.00620411188073205,-0.00850782532283574,0.000681900848827133,0.00316584940799913,0.00760596288588923,0.00422979003245619,0.0110035988031168,0.00953795661603732,-0.00510421171301034
